"","X.1","X","PM2.5","PM10","SO2","CO","NO2","O3","HUM","PRES","WSPD","TEMP","ACTV","MORB.","Case","log.Case.1.","log.MORB..1.","City"
"9912",9912,"2020-01-27",235.666666666667,260.666666666667,78.6666666666667,1.86666666666667,43,63.3333333333333,66.6666666666667,1033,4.1,-5.83333333333333,3.9729,0,0,0,0,"Huludao"
"9990",9990,"2020-01-27",60.3333333333333,71.3333333333333,8.33333333333333,0.766666666666667,11.3333333333333,62.6666666666667,80.6666666666667,1026,3.53333333333333,3,4.35776666666667,0.005861665,2,1.09861228866811,0.00584455228183102,"Bangbu"
"10068",10068,"2020-01-27",130.333333333333,156,18.3333333333333,1.26666666666667,28,98.3333333333333,59.6666666666667,1030.33333333333,1.4,0.833333333333333,3.18343333333333,0,0,0,0,"Hengshui"
"10146",10146,"2020-01-27",11.6666666666667,12,2.33333333333333,0.7,8,63,92.3333333333333,1014.33333333333,8.23333333333333,6.83333333333333,3.32923333333333,0.013525699,3,1.38629436111989,0.0134350432731981,"Quzhou"
"10224",10224,"2020-01-27",93,90.6666666666667,10.6666666666667,1.13333333333333,17,73,89.3333333333333,1011.33333333333,3.53333333333333,2.5,2.60103333333333,0.061619719,35,3.58351893845611,0.0597957786561171,"Xiangyang"
"10458",10458,"2020-01-27",92,94.3333333333333,13.3333333333333,1.36666666666667,15,75.3333333333333,88.3333333333333,1023.33333333333,2.4,1.66666666666667,2.83123333333334,0,0,0,0,"Xuchang"
"10614",10614,"2020-01-27",46.3333333333333,59.6666666666667,5.33333333333333,0.733333333333333,15.6666666666667,68.3333333333333,80.3333333333333,974.666666666667,3.53333333333333,8,5.57,0,0,0,0,"Ziyang"
"10692",10692,"2020-01-27",31.3333333333333,41,9.66666666666667,0.8,21.3333333333333,62.3333333333333,85.6666666666667,983.666666666667,0.9,6.5,6.03863333333333,0.003483714,2,1.09861228866811,0.00347765992475317,"Dazhou"
"10770",10770,"2020-01-27",142.666666666667,158,15,1.5,17,84.3333333333333,73,984.666666666667,1.9,2,2.86566666666667,0,0,0,0,"Yuncheng"
"10848",10848,"2020-01-27",62.3333333333333,70.3333333333333,15.3333333333333,1,14.6666666666667,76.3333333333333,66.6666666666667,1029,2.46666666666667,4,4.0135,0.004433607,2,1.09861228866811,0.00442380751850828,"Lianyungang"
"10926",10926,"2020-01-27",33,40,8,0.866666666666667,10.3333333333333,61.6666666666667,79.6666666666667,982.333333333333,1.4,8,5.50316666666667,0.003135779,1,0.693147180559945,0.00313087269907271,"Suining"
"11004",11004,"2020-01-27",125.666666666667,153.666666666667,18.3333333333333,1.26666666666667,22.3333333333333,85.6666666666667,74,1009.66666666667,2.4,0.666666666666667,2.7117,0,0,0,0,"Xingtai"
"11082",11082,"2020-01-27",129.666666666667,165,15.6666666666667,1.23333333333333,22.3333333333333,88.6666666666667,72,1024.33333333333,1.4,1.66666666666667,2.9551,0,0,0,0,"Handan"
"11238",11238,"2020-01-27",35.3333333333333,49.3333333333333,6,0.833333333333333,11.3333333333333,60.6666666666667,91,1020.66666666667,6.7,4.33333333333333,1.6268,0.179296027,19,2.99573227355399,0.164917673160431,"Ezhou"
"11550",11550,"2020-01-27",36.3333333333333,45.6666666666667,12.6666666666667,0.833333333333334,15.6666666666667,67.6666666666667,99,1017,4.96666666666667,3.83333333333333,4.4346,0,0,0,0,"Tongling"
"11706",11706,"2020-01-27",249.333333333333,283.666666666667,73.3333333333333,1.66666666666667,45.3333333333333,62.3333333333333,45.3333333333333,1025.33333333333,4.1,-5,4.19503333333333,0,0,0,0,"Jinzhou"
"11784",11784,"2020-01-27",33,41.3333333333333,5.66666666666667,0.4,10.3333333333333,69.3333333333333,87,1025.33333333333,3.53333333333333,5.33333333333333,2.88403333333333,0,0,0,0,"Zhenjiang"
"11862",11862,"2020-01-27",181.333333333333,173.333333333333,24,1.5,40.6666666666667,83,76,1003.66666666667,0.633333333333333,-11.6666666666667,2.98233333333333,0,0,0,0,"Changchun"
"12018",12018,"2020-01-27",119.333333333333,139.666666666667,36.6666666666667,1.86666666666667,29,103.666666666667,72,906.333333333333,2.96666666666667,-2,2.9744,0,0,0,0,"Changzhi"
"12096",12096,"2020-01-27",78.3333333333333,87.3333333333333,8.33333333333333,0.8,15.3333333333333,70,81.6666666666667,1026,3.53333333333333,2.5,4.8597,0.009686403,8,2.19722457733622,0.00963979056131442,"Fuyang"
"12174",12174,"2020-01-27",125.666666666667,151,34.3333333333333,1.86666666666667,40.3333333333333,90.6666666666667,86.6666666666667,938.666666666667,0.9,-1.83333333333333,3.21286666666667,0,0,0,0,"Yangquan"
"12252",12252,"2020-01-27",76,87.6666666666667,3.33333333333333,1.06666666666667,10.6666666666667,71.6666666666667,86,1016,2.4,2.5,2.1313,0.211616389,47,3.87120101090789,0.191955326820959,"Suizhou"
"12330",12330,"2020-01-27",39.3333333333333,42.3333333333333,6.66666666666667,0.766666666666667,13.3333333333333,63,90.3333333333333,943,3.53333333333333,6.83333333333333,3.76156666666667,0,0,0,0,"Yaan"
"12486",12486,"2020-01-27",35.3333333333333,41.6666666666667,7.66666666666667,0.633333333333333,19.6666666666667,56.3333333333333,93,1017.66666666667,2.96666666666667,3.83333333333333,3.67253333333333,0.01270648,3,1.38629436111989,0.0126264300716827,"Maanshan"
"12564",12564,"2020-01-27",98.3333333333333,124,5,1.03333333333333,14,71.3333333333333,85.6666666666667,1017.66666666667,2.4,2.5,3.44183333333333,0.009934996,7,2.07944154167984,0.00988596838590924,"Zhumadian"
"12642",12642,"2020-01-27",93,103,21.3333333333333,1.33333333333333,24.3333333333333,89,65,1022,2.96666666666667,2.16666666666667,2.46423333333333,0,0,0,0,"Hebi"
"12720",12720,"2020-01-27",39.3333333333333,57,5.33333333333333,0.733333333333333,9.66666666666667,60,94.6666666666667,1024.33333333333,3.83333333333333,4.16666666666667,2.37013333333333,0.224211706,142,4.96284463025991,0.20229713155216,"Huanggang"
"12798",12798,"2020-01-27",11,14.6666666666667,5.66666666666667,0.5,9.66666666666667,73.6666666666667,94,1006.66666666667,1.4,5.5,3.89283333333333,0,0,0,0,"Huangshan"
"12876",12876,"2020-01-27",33.3333333333333,39,7.66666666666667,0.933333333333333,11.6666666666667,57.6666666666667,93.6666666666667,1021.66666666667,3.83333333333333,4.33333333333333,2.19183333333333,0.020228992,5,1.79175946922805,0.02002710406017,"Huangshi"
"7",7,"2020-01-28",98.3333333333333,91.3333333333333,8,1.2,17.6666666666667,89.3333333333333,81.6666666666667,958,2.4,0.833333333333333,2.66716666666666,0.008785416,2,1.09861228866811,0.00874704878373947,"Sanmenxia"
"319",319,"2020-01-28",162.666666666667,184.666666666667,42,2.03333333333333,28.3333333333333,75.6666666666667,77.3333333333333,973,0.9,2.16666666666667,2.6549,0,0,0,0,"Linfen"
"397",397,"2020-01-28",60,71,14.3333333333333,0.966666666666666,15.3333333333333,86.3333333333333,70.6666666666667,1011.66666666667,3.53333333333333,2.83333333333333,2.6741,0.00468731,5,1.79175946922805,0.00467635877035364,"Linyi"
"475",475,"2020-01-28",4.66666666666667,7.33333333333333,4,0.633333333333333,6,51,89,1014.66666666667,0.633333333333333,7.66666666666667,2.06823333333333,0.009066183,2,1.09861228866811,0.00902533188637306,"Lishui"
"631",631,"2020-01-28",36.6666666666667,46.3333333333333,6.33333333333333,0.733333333333333,14.3333333333333,51,80,972.333333333333,1.9,8.33333333333333,3.5161,0.003057169,1,0.693147180559945,0.00305250536145599,"Leshan"
"709",709,"2020-01-28",38.6666666666667,42,7,0.633333333333333,12.3333333333333,58.3333333333333,90.3333333333333,1017.33333333333,1.9,3.66666666666667,2.79526666666667,0.014226775,7,2.07944154167984,0.0141265241486245,"Jiujiang"
"787",787,"2020-01-28",107,126,5.66666666666667,0.833333333333333,11,78.3333333333333,82.6666666666667,1022.33333333333,2.46666666666667,1.83333333333333,5.5573,0.007600228,4,1.6094379124341,0.00757149177656246,"Bozhou"
"943",943,"2020-01-28",243,293,18.6666666666667,1.83333333333333,42.6666666666667,80.3333333333333,83.3333333333333,1026.66666666667,0.366666666666667,-0.833333333333333,2.03016666666667,0.002228288,2,1.09861228866811,0.00222580904815725,"Baoding"
"1021",1021,"2020-01-28",80.3333333333333,96.3333333333333,4.66666666666667,1,15.3333333333333,80.6666666666667,85.6666666666667,1013.33333333333,1.9,2.16666666666667,3.3413,0.037129288,24,3.2188758248682,0.0364565965002134,"Xinyang"
"1099",1099,"2020-01-28",49.6666666666667,54.3333333333333,4,0.766666666666667,12,70.3333333333333,96,1017.66666666667,1.9,1.33333333333333,4.68843333333333,0.004104248,2,1.09861228866811,0.00409584854862165,"Liuan"
"1255",1255,"2020-01-28",42,47.3333333333333,4,0.9,10.3333333333333,51,85.3333333333333,981,1.4,8.16666666666667,4.48673333333333,0.005405405,2,1.09861228866811,0.00539084823165071,"Neijiang"
"1567",1567,"2020-01-28",39.6666666666667,48.3333333333333,8.66666666666667,0.733333333333333,17.3333333333333,55.3333333333333,85.3333333333333,981.333333333333,1.9,7.33333333333333,5.55743333333333,0.003108003,2,1.09861228866811,0.00310318314284728,"Nanchong"
"1801",1801,"2020-01-28",43,45,4.66666666666667,0.666666666666667,9,76.6666666666667,95.3333333333333,1022.66666666667,4.1,6,3.33203333333333,0.006832468,5,1.79175946922805,0.00680923246782565,"Nantong"
"1879",1879,"2020-01-28",90,98.6666666666667,9.33333333333333,0.966666666666667,13,81,86.3333333333333,1005.66666666667,1.4,1.83333333333333,2.69626666666667,0.0179433,18,2.94443897916644,0.0177842191311982,"Nanyang"
"2035",2035,"2020-01-28",8,10.6666666666667,2.33333333333333,0.366666666666667,4.66666666666667,69,77.3333333333333,1019,3.83333333333333,9.16666666666667,1.75836666666667,0.003252032,2,1.09861228866811,0.00324675558023139,"Taizhou"
"2191",2191,"2020-01-28",82,112.333333333333,26,1.03333333333333,17.6666666666667,83.6666666666667,75,914.666666666667,1.13333333333333,-0.666666666666667,3.26396666666667,0.005140199,2,1.09861228866811,0.00512703327414797,"Lvliang"
"2269",2269,"2020-01-28",120,120,9.33333333333333,1.26666666666667,15.6666666666667,77.6666666666667,80.3333333333333,1022.33333333333,1.4,2.66666666666667,3.11903333333333,0.012698853,11,2.484906649788,0.0126188987396813,"Zhoukou"
"2425",2425,"2020-01-28",35.3333333333333,33.6666666666667,5,1,10,67.3333333333333,98.3333333333333,1014,1.9,2.5,2.1364,0.188353477,48,3.89182029811063,0.172568716246626,"Xianning"
"2503",2503,"2020-01-28",104.333333333333,112,7.33333333333333,1.26666666666667,17.3333333333333,76.3333333333333,71.2315900562855,991.765358557431,2.23376068376095,2,2.18056666666667,0.002295579,1,0.693147180559945,0.00229294818392232,"Xianyang"
"2581",2581,"2020-01-28",150.333333333333,166,50,1.43333333333333,50.6666666666667,90,78.3333333333333,1015,1.4,-13.8333333333333,2.75203333333333,0.003716436,4,1.6094379124341,0.0037095471145213,"Haerbin"
"2659",2659,"2020-01-28",189.666666666667,238.333333333333,54.6666666666667,3.6,71,64.3333333333333,74.6666666666667,1026,0.9,-1.33333333333333,3.36763333333333,0,0,0,0,"Tangshan"
"2737",2737,"2020-01-28",115,123.666666666667,6.33333333333333,1.26666666666667,18.3333333333333,73.6666666666667,92.6666666666667,1021.66666666667,1.13333333333333,1.33333333333333,3.9673,0.001363587,1,0.693147180559945,0.00136265815952065,"Shangqiu"
"2893",2893,"2020-01-28",71.6666666666667,104.333333333333,39.6666666666667,2.86666666666667,36,76.3333333333333,75,902.666666666667,1.9,-7.83333333333333,3.59436666666667,0,0,0,0,"Datong"
"3205",3205,"2020-01-28",52.6666666666667,58.3333333333333,4.66666666666667,0.966666666666666,8.33333333333333,76,92.3333333333333,1024,2.46666666666667,2.5,2.171,0.298719773,147,4.99721227376411,0.26137898924323,"Xiaogan"
"3361",3361,"2020-01-28",31.6666666666667,28.3333333333333,10,0.566666666666667,12.3333333333333,70.6666666666667,96,1022.66666666667,5.26666666666667,2.66666666666667,3.97143333333333,0.008469193,4,1.6094379124341,0.00843353059800387,"Anqing"
"3439",3439,"2020-01-28",115.666666666667,123,20.3333333333333,1.26666666666667,23.3333333333333,95.6666666666667,71,1003.66666666667,2.4,2.16666666666667,1.79116666666667,0.015407726,8,2.19722457733622,0.0152902323263187,"Anyang"
"3517",3517,"2020-01-28",37.6666666666667,45,4.66666666666667,0.9,13.3333333333333,45,92.3333333333333,962.666666666667,2.4,7.66666666666667,4.70083333333333,0,0,0,0,"Yibin"
"3595",3595,"2020-01-28",59.3333333333333,59,6.66666666666667,0.866666666666667,12.3333333333333,79.3333333333333,74.6666666666667,996,2.96666666666667,3.16666666666667,1.9961,0.12083424,50,3.93182563272433,0.114073265181454,"Yichang"
"3673",3673,"2020-01-28",33,40.3333333333333,7,0.966666666666666,9,57.6666666666667,89.3333333333333,1008.33333333333,1.9,4.66666666666667,2.8863,0.01612152,9,2.30258509299405,0.0159929483032396,"Yichun"
"3751",3751,"2020-01-28",98.6666666666667,103,6.66666666666667,1.16666666666667,16.3333333333333,65.3333333333333,84,953.666666666667,1.13333333333333,1.33333333333333,2.68333333333333,0,0,0,0,"Baoji"
"3829",3829,"2020-01-28",40,32.3333333333333,8.33333333333333,0.833333333333333,19,65.6666666666667,98,1021,2.96666666666667,3.16666666666667,4.0671,0.003757986,1,0.693147180559945,0.00375094241156793,"Xuancheng"
"3907",3907,"2020-01-28",75.6666666666667,79.3333333333333,6.33333333333333,0.933333333333333,16.6666666666667,69.6666666666667,82.6666666666667,1023.33333333333,2.96666666666667,2.16666666666667,4.828,0.001754232,1,0.693147180559945,0.00175269513213103,"Suzhou"
"3985",3985,"2020-01-28",79,79.6666666666667,5.33333333333333,1.03333333333333,13.6666666666667,77.3333333333333,83,1023.66666666667,1.96666666666667,3.16666666666667,4.153,0.003376325,2,1.09861228866811,0.00337063801189884,"Suqian"
"4063",4063,"2020-01-28",52.3333333333333,58,5.66666666666667,0.933333333333333,14.3333333333333,67.6666666666667,89.6666666666667,1020,2.96666666666667,3.33333333333333,3.3358,0.020792543,12,2.56494935746154,0.0205793285268474,"Yueyang"
"4219",4219,"2020-01-28",66,56.6666666666667,2.66666666666667,0.8,3.33333333333333,77,85.6666666666667,1008.66666666667,2.4,3.16666666666667,3.78093333333333,0.027720028,16,2.83321334405622,0.0273427836364821,"Changde"
"4297",4297,"2020-01-28",80,96.6666666666667,10.6666666666667,1.06666666666667,16.6666666666667,88.6666666666667,82.3333333333333,1010,2.4,1.83333333333333,2.70906666666667,0.007959091,4,1.6094379124341,0.00792758450021406,"Pingdingshan"
"4375",4375,"2020-01-28",38,50.6666666666667,3.66666666666667,0.8,13.3333333333333,46.6666666666667,91,976.333333333333,1.4,7.66666666666667,5.105,0.015379883,5,1.79175946922805,0.0152628114381093,"Guangan"
"4531",4531,"2020-01-28",223.666666666667,265,10,1.8,43,94,77.6666666666667,1027.66666666667,0.366666666666667,-0.5,1.8135,0.008129255,4,1.6094379124341,0.00809639059518675,"Langfang"
"4609",4609,"2020-01-28",101.333333333333,100.333333333333,13.3333333333333,1.1,17.3333333333333,84,77,1019,1.4,2.5,3.3013,0.00218584,1,0.693147180559945,0.00218345452728929,"Kaifeng"
"4687",4687,"2020-01-28",52,63.6666666666667,21.3333333333333,1.23333333333333,21,98.3333333333333,56.3333333333333,934.666666666667,1.4,-3.66666666666667,4.07496666666667,0,0,0,0,"Zhangjiakou"
"4765",4765,"2020-01-28",74.3333333333333,86.6666666666667,9.33333333333333,1.06666666666667,15.3333333333333,81.6666666666667,75.6666666666667,1022,1.4,2.5,3.02813333333333,0.005665337,5,1.79175946922805,0.00564934933359484,"Xuzhou"
"4843",4843,"2020-01-28",98.6666666666667,127.666666666667,26.3333333333333,1.13333333333333,21.6666666666667,91.3333333333333,70,1025,1.63333333333333,0.833333333333333,2.92986666666667,0.012177089,7,2.07944154167984,0.0121035446868965,"Dezhou"
"4921",4921,"2020-01-28",40,46.3333333333333,5.33333333333333,0.8,15.6666666666667,52,77.3333333333333,960.333333333333,1.9,6.66666666666667,3.10596666666667,0,0,0,0,"Deyang"
"4999",4999,"2020-01-28",145.333333333333,150.333333333333,34.6666666666667,1.7,32,88,74,923.333333333333,1.4,-3.66666666666667,3.09636666666667,0,0,0,0,"Xinzhou"
"5233",5233,"2020-01-28",54.3333333333333,56.6666666666667,5,0.6,10.3333333333333,69.6666666666667,91.6666666666667,1023.66666666667,1.4,4.66666666666667,3.45346666666667,0.008793141,4,1.6094379124341,0.00875470647813074,"Yangzhou"
"5311",5311,"2020-01-28",67.3333333333333,88.6666666666667,25,1.7,37,55,66.6666666666667,976.666666666667,0.366666666666667,-4.33333333333333,3.05026666666667,0,0,0,0,"Chengde"
"5467",5467,"2020-01-28",74,91.3333333333333,17.6666666666667,1.06666666666667,19,88,71,1019,0.9,3.16666666666667,1.7789,0.008599487,5,1.79175946922805,0.00856272203454046,"Xinxiang"
"5545",5545,"2020-01-28",19.6666666666667,28.6666666666667,3.66666666666667,0.6,6.33333333333333,56,94.3333333333333,1001.33333333333,2.96666666666667,4.33333333333333,2.63516666666666,0.01675884,2,1.09861228866811,0.0166199601367151,"Xinyu"
"5701",5701,"2020-01-28",68.3333333333333,81.6666666666667,11.6666666666667,0.733333333333333,11.6666666666667,92,53,1018.33333333333,4.4,3.33333333333333,2.1558,0.01017294,3,1.38629436111989,0.0101215439181469,"Rizhao"
"5857",5857,"2020-01-28",73.3333333333333,95,28.6666666666667,1.1,22.3333333333333,98.6666666666667,75.6666666666667,925,1.9,-0.333333333333333,2.31483333333333,0.008850905,3,1.38629436111989,0.00881196533915771,"Jinzhong"
"5935",5935,"2020-01-28",86,112.333333333333,20,1.46666666666667,18.3333333333333,89,83,937,0.633333333333333,-0.666666666666667,2.65856666666667,0,0,0,0,"Jincheng"
"6013",6013,"2020-01-28",97.3333333333333,134.333333333333,68,1.26666666666667,34.3333333333333,84,62.6666666666667,895.666666666667,1.4,-4.83333333333333,3.44543333333333,0,0,0,0,"Shuozhou"
"6091",6091,"2020-01-28",132,156.666666666667,38,2.06666666666667,30.6666666666667,69.6666666666667,67,1007.33333333333,1.4,-3.66666666666667,3.97606666666667,0,0,0,0,"Zhaoyang"
"6247",6247,"2020-01-28",76.3333333333333,92.3333333333333,17.6666666666667,1,16.6666666666667,80.3333333333333,70.6666666666667,1017.66666666667,0.9,3.66666666666667,3.7707,0.007627765,3,1.38629436111989,0.00759882069428035,"Zaozhuang"
"6325",6325,"2020-01-28",45,45,5,0.6,13.3333333333333,69.6666666666667,85.6666666666667,1016.66666666667,2.4,3.66666666666667,3.25186666666667,0.014893881,6,1.94591014905531,0.014784056289025,"Zhuzhou"
"6403",6403,"2020-01-28",7.33333333333333,12.3333333333333,3.33333333333333,0.833333333333333,8.33333333333333,60.3333333333333,78.3333333333333,1013.66666666667,3.53333333333333,12.6666666666667,2.3775,0,0,0,0,"Jiangmen"
"6481",6481,"2020-01-28",37.3333333333333,40,11.3333333333333,0.733333333333334,12.6666666666667,53.3333333333333,97,1023,5.83333333333333,2.66666666666667,4.1664,0,0,0,0,"Chizhou"
"6637",6637,"2020-01-28",160.333333333333,198,21,1.76666666666667,31.6666666666667,91,80.3333333333333,1028.33333333333,0.9,0.5,2.52563333333333,0.003976512,3,1.38629436111989,0.00396862657357286,"Cangzhou"
"6715",6715,"2020-01-28",70.6666666666667,82,18.6666666666667,1.1,22.3333333333333,90,60.6666666666667,1012,1.9,3,2.88933333333333,0,0,0,0,"Taian"
"6793",6793,"2020-01-28",48.6666666666667,57.6666666666667,4,0.866666666666667,11,73.6666666666667,92,1024,2.96666666666667,5,4.0568,0.006470956,3,1.38629436111989,0.00645010924816997,"Taizhou"
"6871",6871,"2020-01-28",34.3333333333333,39,4,0.8,17.6666666666667,48.6666666666667,88.6666666666667,986.333333333333,2.96666666666667,8,4.6028,0.006929367,3,1.38629436111989,0.00690546927040132,"Luzhou"
"6949",6949,"2020-01-28",97.3333333333333,109.666666666667,5,1.1,21.3333333333333,78.3333333333333,89.3333333333333,988,1.9,1.33333333333333,2.21266666666667,0.001444627,1,0.693147180559945,0.00144358453028119,"Luoyang"
"7105",7105,"2020-01-28",84,89.3333333333333,16.6666666666667,1.06666666666667,20.6666666666667,90.3333333333333,68.6666666666667,1022.33333333333,1.4,3.33333333333333,2.79646666666667,0.003590235,3,1.38629436111989,0.00358380549069335,"Jining"
"7261",7261,"2020-01-28",90.3333333333333,109.666666666667,31.3333333333333,1.23333333333333,24,78.3333333333333,70.6666666666667,1024,0.9,1.66666666666667,2.53003333333333,0.002129019,1,0.693147180559945,0.00212675585067158,"Zibo"
"7339",7339,"2020-01-28",85.6666666666667,94.6666666666667,7.66666666666667,1.1,16.3333333333333,73.3333333333333,83.6666666666667,1022.66666666667,1.4,2.16666666666667,3.4655,0.004405286,1,0.693147180559945,0.00439561113093273,"Huaibei"
"7417",7417,"2020-01-28",70,81,7,0.766666666666667,15,65.6666666666667,86,1017.66666666667,2.46666666666667,1.5,4.29723333333333,0.00286533,1,0.693147180559945,0.0028612327667466,"Huainan"
"7495",7495,"2020-01-28",74.3333333333333,79.3333333333333,4.33333333333333,0.966666666666667,13.3333333333333,66,85,1024.33333333333,2.4,3.66666666666667,4.20303333333333,0.002027328,1,0.693147180559945,0.00202527574385306,"Huaian"
"7729",7729,"2020-01-28",82.3333333333333,92.6666666666667,9,1.2,15.6666666666667,79.3333333333333,84.3333333333333,949.666666666667,1.13333333333333,0.833333333333333,2.43706666666667,0.003789242,2,1.09861228866811,0.00378208090690848,"Weinan"
"7807",7807,"2020-01-28",23.6666666666667,32.3333333333333,3.33333333333333,0.866666666666667,14.3333333333333,68.3333333333333,93,1023.33333333333,2.96666666666667,4.66666666666667,2.06903333333333,0.006571425,2,1.09861228866811,0.00654992731562014,"Huzhou"
"7885",7885,"2020-01-28",50.3333333333333,50.6666666666667,4.33333333333333,0.7,14,68.6666666666667,86,1018.66666666667,2.96666666666667,3.33333333333333,3.54606666666667,0.013879251,4,1.6094379124341,0.0137838162241412,"Xiangtan"
"7963",7963,"2020-01-28",61,64.6666666666667,5.33333333333333,1.03333333333333,18.6666666666667,67.6666666666667,91,1021.66666666667,5.83333333333333,2.33333333333333,3.97753333333333,0.004822763,2,1.09861228866811,0.00481117073474741,"Chuzhou"
"8041",8041,"2020-01-28",87.6666666666667,98.6666666666667,17.6666666666667,1.3,26.6666666666667,76,76.3333333333333,1026,1.4,1.66666666666667,2.46223333333333,0.007647209,3,1.38629436111989,0.00761811731657887,"Binzhou"
"8119",8119,"2020-01-28",109.333333333333,107,7.66666666666667,1.03333333333333,14,75.6666666666667,86.6666666666667,1020.66666666667,1.4,1.33333333333333,1.9979,0.02248707,6,1.94591014905531,0.0222379633780924,"Tahe"
"8197",8197,"2020-01-28",76.3333333333333,92,10.3333333333333,0.966666666666667,17.6666666666667,73.3333333333333,78,1025.33333333333,1.4,2,2.17316666666667,0.002138694,2,1.09861228866811,0.00213641024956985,"Weifang"
"8275",8275,"2020-01-28",103.666666666667,110.333333333333,14.6666666666667,1.16666666666667,20.6666666666667,85.3333333333333,66,1021.33333333333,1.63333333333333,2.16666666666667,2.39833333333333,0,0,0,0,"Puyang"
"8353",8353,"2020-01-28",91.6666666666667,112.333333333333,14,1.36666666666667,17,88.3333333333333,89.6666666666667,1014,0.633333333333333,2.83333333333333,2.23253333333333,0,0,0,0,"Jiaozuo"
"8509",8509,"2020-01-28",64.6666666666667,71,2.33333333333333,1.33333333333333,10.6666666666667,68.6666666666667,71.2315900562855,991.765358557431,2.23376068376095,4,4.49846666666667,0.013572512,6,1.94591014905531,0.0134812304778974,"Yiyang"
"8587",8587,"2020-01-28",57,64.6666666666667,3.33333333333333,0.733333333333333,12,82.6666666666667,81,1024.33333333333,2.4,5.33333333333333,4.85766666666667,0,0,0,0,"Yancheng"
"8665",8665,"2020-01-28",35,41.6666666666667,6.66666666666667,0.766666666666667,14,52.3333333333333,76,973,1.4,8,3.25876666666667,0,0,0,0,"Meishan"
"8899",8899,"2020-01-28",94.6666666666667,117.333333333333,29,1.53333333333333,38.3333333333333,62.3333333333333,81,1029,0.633333333333333,-2.33333333333333,3.22936666666667,0,0,0,0,"Qinhuangdao"
"9055",9055,"2020-01-28",38,43.3333333333333,4.33333333333333,0.966666666666667,18.3333333333333,59.6666666666667,79,961,4.1,6.5,3.55833333333333,0.012302646,6,1.94591014905531,0.0122275834688022,"Mianyang"
"9133",9133,"2020-01-28",100,111.666666666667,16.6666666666667,1.2,23.6666666666667,84,79.3333333333333,1023.66666666667,1.13333333333333,1.66666666666667,2.8764,0.003279603,2,1.09861228866811,0.00327423683148181,"Liaocheng"
"9211",9211,"2020-01-28",6.66666666666667,10.6666666666667,4.66666666666667,0.766666666666667,9,51.6666666666667,79.6666666666667,1011.66666666667,2.96666666666667,11.1666666666667,2.502,0.004776576,2,1.09861228866811,0.00476520435815511,"Zhaoqing"
"9289",9289,"2020-01-28",50.3333333333333,57,5.66666666666667,0.733333333333333,17.6666666666667,46.6666666666667,82.3333333333333,980.333333333333,1.4,8.66666666666667,4.2798,0.02053388,6,1.94591014905531,0.020325902128727,"Zigong"
"9367",9367,"2020-01-28",17,24.3333333333333,5.66666666666667,0.733333333333334,7.66666666666667,74.6666666666667,93.3333333333333,1016,1.96666666666667,8,2.5723,0.017006803,2,1.09861228866811,0.0168638063262522,"Zhoushan"
"9445",9445,"2020-01-28",47.3333333333333,41,5.33333333333333,0.666666666666667,20.3333333333333,61,92.3333333333333,1024,2.4,3.16666666666667,3.1707,0.021175224,8,2.19722457733622,0.0209541444379158,"Wuhu"
"9601",9601,"2020-01-28",58.6666666666667,71.3333333333333,5.33333333333333,0.8,11,81.3333333333333,89,1023.66666666667,1.63333333333333,3.16666666666667,2.39553333333333,0.109513295,61,4.12713438504509,0.103921446193886,"Jingzhou"
"9679",9679,"2020-01-28",73.3333333333333,62.3333333333333,8.33333333333333,0.8,12.3333333333333,85.6666666666667,82,1003.66666666667,4.4,2.33333333333333,2.0262,0.32096635,93,4.54329478227,0.278363552089323,"Jingmen"
"9757",9757,"2020-01-28",107.333333333333,135.333333333333,15,1,14.6666666666667,72.6666666666667,84.6666666666667,1021,1.4,2.16666666666667,2.56423333333333,0.004554927,4,1.6094379124341,0.00454458471369317,"Heze"
"9835",9835,"2020-01-28",41.6666666666667,48,6,1.06666666666667,10.6666666666667,52.3333333333333,94.3333333333333,1010.33333333333,2.4,3.83333333333333,3.2487,0.005151187,1,0.693147180559945,0.00513796502272604,"Pingxiang"
"9913",9913,"2020-01-28",124.666666666667,151.333333333333,68,1.53333333333333,35,65.6666666666667,67,1029,3.53333333333333,-4.33333333333333,3.7475,0,0,0,0,"Huludao"
"9991",9991,"2020-01-28",69,79,7.66666666666667,0.8,11.6666666666667,69.3333333333333,86.3333333333333,1023.33333333333,2.96666666666667,1.66666666666667,4.17426666666667,0.005861665,2,1.09861228866811,0.00584455228183102,"Bangbu"
"10069",10069,"2020-01-28",111,132.333333333333,17.3333333333333,1.26666666666667,24.6666666666667,101.333333333333,58.6666666666667,1026.33333333333,0.9,1.33333333333333,2.7479,0,0,0,0,"Hengshui"
"10147",10147,"2020-01-28",10.6666666666667,11,2.66666666666667,0.766666666666667,7.66666666666667,51.3333333333333,93.6666666666667,1013,5.66666666666667,5.83333333333333,2.9911,0.013525699,3,1.38629436111989,0.0134350432731981,"Quzhou"
"10225",10225,"2020-01-28",78.3333333333333,77.6666666666667,11,1,18,77,82.6666666666667,1008.33333333333,2.96666666666667,2.16666666666667,2.2554,0.121478874,69,4.24849524204936,0.114648237529191,"Xiangyang"
