"","X.1","X","PM2.5","PM10","SO2","CO","NO2","O3","HUM","PRES","WSPD","TEMP","ACTV","MORB.","Case","log.Case.1.","log.MORB..1.","City"
"1172",1172,"2020-01-23",57,85,25.5,1.6,63.5,70.5,59,848,5.6,-0.5,3.5175,0,0,0,0,"Lanzhou"
"10298",10298,"2020-01-23",54.5,69.5,23,1.7,42,92.5,43.5,755.5,3.25,-3,4.25585,0,0,0,0,"Xining"
"11624",11624,"2020-01-23",76.5,103.5,29,1.75,67,67.5,55.5,893.5,0.5,-2.25,4.61365,0,0,0,0,"Yinchuan"
"548",548,"2020-01-23",149.5,137.5,6.5,2,79,41.5,78.5,915,3.25,-7.5,3.46445,0,0,0,0,"Wulumuqi"
"3044",3044,"2020-01-23",157.5,150.5,11,1.8,65.5,60,78.5,1023,2.4,2,4.2033,0,0,0,0,"Tianjin"
"8738",8738,"2020-01-23",132.5,189.5,19.5,2.35,59,60,80.5,1010.5,4.1,0.25,4.5578,0,0,0,0,"Shijiazhuang"
"3122",3122,"2020-01-23",129.5,171.5,31,1.7,64.5,54,88.5,931,0.9,-2.5,3.8465,0,0,0,0,"Taiyuan"
"7022",7022,"2020-01-23",137,187.5,23,1.7,51.5,70.5,69.5,1003.5,1.65,4,4.33405,0,0,0,0,"Jinan"
"12404",12404,"2020-01-23",51.5,70,7.5,0.9,35.5,76,79.5,1015.5,2.1,5.75,4.09335,0,0,0,0,"Qingdao"
"11156",11156,"2020-01-23",185.5,196.5,9.5,1.55,58.5,55,86,1010.5,0.9,3,3.64755,0,0,0,0,"Zhengzhou"
"2342",2342,"2020-01-23",141.5,156.5,26,2.55,64.5,66,77,888.5,4.1,-6.5,4.7795,0,0,0,0,"Huhehaote"
"1328",1328,"2020-01-23",172.5,203.5,37.5,3.45,82.5,52,87,905,1.65,-10.5,5.42985,0,0,0,0,"Baotou"
"1484",1484,"2020-01-23",47.5,63,4.5,0.55,34,56,100,1018,1.65,6.25,3.92125,0,0,0,0,"Nanjing"
"5618",5618,"2020-01-23",54.5,66,4.5,0.95,32.5,50,97,1021.5,1.65,8,3.8573,0,0,0,0,"Wuxi"
"4136",4136,"2020-01-23",64.5,80,7,0.9,35,55.5,98,1021.5,2.4,8,3.9548,0,0,0,0,"Changzhou"
"6164",6164,"2020-01-23",39.5,54.5,5,1.2,28.5,36,88,1017,0.9,7.5,3.19635,0,0,0,0,"Hangzhou"
"3278",3278,"2020-01-23",37.5,48.5,6,0.95,28,67,82,1021.5,2.4,10.75,3.2631,0,0,0,0,"Ningbo"
"7646",7646,"2020-01-23",50,70.5,7,1,22,83,82.5,1018,0.5,13.75,3.73385,0,0,0,0,"Wenzhou"
"8972",8972,"2020-01-23",48,60.5,2.5,1.3,29,38.5,98.5,1021.5,0.1,8.5,3.88185,0,0,0,0,"Shaoxing"
"11390",11390,"2020-01-23",36,48.5,6,0.95,22.5,59.5,85.5,1013.5,1.25,12.75,3.04195,0,0,0,0,"Jinhua"
"2810",2810,"2020-01-23",38,42,7.5,1.15,25,56.5,95,1021,1.65,8,3.1862,0,0,0,0,"Jiaxing"
"2108",2108,"2020-01-23",90,63,5.5,0.95,36.5,43.5,98.5,1016,2.4,4.25,4.1515,0,0,0,0,"Hefei"
"10376",10376,"2020-01-23",193.5,203.5,15.5,1.75,57.5,55,76,975,0.5,2.75,3.7644,0,0,0,0,"Xian"
"11468",11468,"2020-01-23",126,140.5,20.5,1.5,36,76,77.5,937,1.65,1.75,4.78795,0,0,0,0,"Tongchuan"
"1718",1718,"2020-01-23",33.5,34,3.5,0.95,21,59.5,87.5,1015,2.4,9.5,4.20665,0,0,0,0,"Nanchang"
"11936",11936,"2020-01-23",38.5,29,3.5,1.25,18.5,49,90,1017.5,0.9,8,3.21785,0,0,0,0,"Changsha"
"8426",8426,"2020-01-23",27,42,3,0.65,19.5,91.5,88.5,1013.5,0.9,20,2.7721,0,0,0,0,"Zhuhai"
"860",860,"2020-01-23",29,47.5,6,0.75,25.5,100.5,82,1017,1.65,21.25,2.0185,0,0,0,0,"Foshan"
"5072",5072,"2020-01-23",27.5,36.5,6,0.75,14.5,91.5,83.5,1015,0.9,19.5,2.5208,0,0,0,0,"Huizhou"
"158",158,"2020-01-23",33.5,31.5,6.5,0.6,20,111.5,90,1013,1.65,20.25,1.36515,0,0,0,0,"Dongguan"
"236",236,"2020-01-23",28,35.5,4,0.9,19.5,99.5,82,1015.5,0.9,20.5,1.8772,0,0,0,0,"Zhongshan"
"6555",6555,"2020-01-24",78,105,22,0.966666666666667,37,62.3333333333333,77.6666666666667,1021,0.633333333333333,-4.16666666666667,4.1308,0,0,0,0,"Shenyang"
"2967",2967,"2020-01-24",54,76.6666666666667,18.3333333333333,0.9,31.3333333333333,67,65.6666666666667,1015.66666666667,2.46666666666667,2.16666666666667,4.15966666666667,0,0,0,0,"Dalian"
"8817",8817,"2020-01-24",40.3333333333333,42,4.33333333333333,0.966666666666667,24.3333333333333,74,85.6666666666667,1010.66666666667,1.4,16.8333333333333,3.26483333333333,0,0,0,0,"Fuzhou"
"1953",1953,"2020-01-24",50,55,5.66666666666667,0.833333333333333,30.6666666666667,77.6666666666667,88,1004,1.9,18.5,2.5312,0,0,0,0,"Xiamen"
"1641",1641,"2020-01-24",34,48,17.3333333333333,0.8,18.3333333333333,63.3333333333333,98.6666666666667,993.666666666667,1.63333333333333,18.3333333333333,3.85893333333333,0,0,0,0,"Nanning"
"7179",7179,"2020-01-24",11.3333333333333,22.6666666666667,2.66666666666667,0.6,6,75.3333333333333,91.6666666666667,1009.66666666667,3.53333333333333,22.6666666666667,3.35826666666667,0,0,0,0,"Haikou"
"10533",10533,"2020-01-24",20,30.3333333333333,12.3333333333333,0.766666666666667,10,45.3333333333333,92.3333333333333,878.333333333333,2.4,10,3.3079,0,0,0,0,"Guiyang"
"5775",5775,"2020-01-24",18.6666666666667,26.3333333333333,11,0.466666666666667,17.6666666666667,84.6666666666667,50.3333333333333,811.666666666667,2.96666666666667,10.8333333333333,3.10703333333333,0,0,0,0,"Kunming"
"5385",5385,"2020-01-24",10,32.3333333333333,5.33333333333333,0.633333333333333,12,85.6666666666667,15.3333333333333,646.666666666667,3.53333333333333,-0.833333333333333,3.0488,0,0,0,0,"Lasa"
"1173",1173,"2020-01-24",50.6666666666667,75.6666666666667,22.3333333333333,1.36666666666667,55,74,66,850,5.1,-1.16666666666667,3.27923333333333,0,0,0,0,"Lanzhou"
"10299",10299,"2020-01-24",51.3333333333333,64.3333333333333,20,1.6,40,92.6666666666667,47,757,2.96666666666667,-3.5,4.07873333333333,0,0,0,0,"Xining"
"11625",11625,"2020-01-24",73.3333333333333,98.3333333333333,27,1.6,60,74.3333333333333,55,895.666666666667,0.633333333333333,-2.16666666666667,4.33393333333333,0,0,0,0,"Yinchuan"
"549",549,"2020-01-24",153.333333333333,148.666666666667,7.33333333333333,2,72.6666666666667,49.6666666666667,76.3333333333333,916.333333333333,3.53333333333333,-8,3.27973333333333,0,0,0,0,"Wulumuqi"
"3045",3045,"2020-01-24",123.666666666667,117,10.3333333333333,1.4,51.6666666666667,65,74.6666666666667,1026.66666666667,3.83333333333333,2.5,3.8633,0.002561098,4,1.6094379124341,0.00255782397738754,"Tianjin"
"8739",8739,"2020-01-24",130.333333333333,182.666666666667,17.6666666666667,2.06666666666667,49.6666666666667,67,76.6666666666667,1013.33333333333,3.53333333333333,0.666666666666667,4.1205,0,0,0,0,"Shijiazhuang"
"3123",3123,"2020-01-24",121.333333333333,158.666666666667,28.3333333333333,1.6,53.6666666666667,67,73,933.333333333333,1.4,-2.83333333333333,3.4718,0,0,0,0,"Taiyuan"
"7023",7023,"2020-01-24",129.666666666667,175.333333333333,21,1.56666666666667,44,73.6666666666667,74.3333333333333,1005.66666666667,1.9,3.66666666666667,3.92556666666667,0,0,0,0,"Jinan"
"12405",12405,"2020-01-24",62.6666666666667,85,7.66666666666667,0.933333333333333,32,74.6666666666667,78.3333333333333,1017.33333333333,2.76666666666667,5.5,3.66206666666667,0,0,0,0,"Qingdao"
"11157",11157,"2020-01-24",200.666666666667,212.333333333333,10.6666666666667,1.76666666666667,48.6666666666667,68,88.6666666666667,1012.66666666667,1.4,3.83333333333333,3.26473333333333,0,0,0,0,"Zhengzhou"
"2343",2343,"2020-01-24",157,171,25.6666666666667,2.6,63.6666666666667,68.3333333333333,76,891,3.53333333333333,-7,4.50813333333333,0,0,0,0,"Huhehaote"
"1329",1329,"2020-01-24",191.333333333333,221.666666666667,41.6666666666667,3.33333333333333,79.6666666666667,63.6666666666667,86.3333333333333,907.666666666667,1.4,-11.1666666666667,5.31873333333333,0,0,0,0,"Baotou"
"1485",1485,"2020-01-24",47.3333333333333,64.6666666666667,4.33333333333333,0.533333333333333,28.6666666666667,65.3333333333333,94.6666666666667,1020,1.9,6.83333333333333,3.49516666666667,0,0,0,0,"Nanjing"
"5619",5619,"2020-01-24",52.6666666666667,67.6666666666667,5,0.9,28,62.3333333333333,94,1023.33333333333,1.9,8.16666666666667,3.54766666666667,0,0,0,0,"Wuxi"
"4137",4137,"2020-01-24",61,78,7.66666666666667,0.866666666666667,30.3333333333333,68.3333333333333,93,1023.33333333333,3.83333333333333,8.16666666666667,3.68456666666667,0,0,0,0,"Changzhou"
"6165",6165,"2020-01-24",37.3333333333333,51.3333333333333,5,1.03333333333333,24,51.6666666666667,90.3333333333333,1018.33333333333,1.4,7.5,2.87026666666667,0,0,0,0,"Hangzhou"
"3279",3279,"2020-01-24",34,45.6666666666667,6,0.833333333333333,24.3333333333333,77.3333333333333,88,1022.33333333333,2.4,10.5,3.0285,0,0,0,0,"Ningbo"
"7647",7647,"2020-01-24",38,52.6666666666667,6.66666666666667,0.9,18.3333333333333,77,87,1018.66666666667,0.366666666666667,13.6666666666667,3.5711,0,0,0,0,"Wenzhou"
"8973",8973,"2020-01-24",41.6666666666667,52,2.66666666666667,1.1,24,53,99,1022.66666666667,0.866666666666667,8.33333333333333,3.7018,0,0,0,0,"Shaoxing"
"11391",11391,"2020-01-24",27.6666666666667,37,5.33333333333333,0.8,19,65,89.3333333333333,1014.33333333333,1.63333333333333,12,2.83873333333333,0,0,0,0,"Jinhua"
"2811",2811,"2020-01-24",37,43.6666666666667,7.33333333333333,1.03333333333333,21.6666666666667,67.3333333333333,96.6666666666667,1022.66666666667,1.9,8,3.0009,0,0,0,0,"Jiaxing"
"2109",2109,"2020-01-24",77,59.6666666666667,5.33333333333333,0.833333333333333,30.3333333333333,53,93,1017.33333333333,2.4,4.83333333333333,3.86056666666667,0,0,0,0,"Hefei"
"10377",10377,"2020-01-24",201,210.333333333333,15,1.76666666666667,49.6666666666667,56,76.6666666666667,977,0.633333333333333,2.66666666666667,3.36116666666667,0,0,0,0,"Xian"
"11469",11469,"2020-01-24",136.333333333333,152.333333333333,22.3333333333333,1.56666666666667,34,74,77.6666666666667,939,1.4,2.16666666666667,4.52526666666667,0,0,0,0,"Tongchuan"
"1719",1719,"2020-01-24",31.6666666666667,32.3333333333333,3.66666666666667,0.866666666666667,19,59,91,1015.66666666667,2.4,8.66666666666667,3.8881,0,0,0,0,"Nanchang"
"11937",11937,"2020-01-24",34.6666666666667,26.3333333333333,3.66666666666667,1.13333333333333,16.6666666666667,49.3333333333333,91.3333333333333,1018.33333333333,1.4,7.33333333333333,2.98246666666667,0,0,0,0,"Changsha"
"8427",8427,"2020-01-24",23.6666666666667,37.3333333333333,3,0.6,19,87.3333333333333,90.3333333333333,1012.66666666667,1.4,20.8333333333333,2.5014,0,0,0,0,"Zhuhai"
"861",861,"2020-01-24",27,44.3333333333333,6,0.7,22.6666666666667,91.3333333333333,84.6666666666667,1016.33333333333,1.4,22.3333333333333,1.85053333333333,0,0,0,0,"Foshan"
"5073",5073,"2020-01-24",24,32.3333333333333,6,0.7,12.3333333333333,87,85.6666666666667,1014,1.4,20.5,2.3174,0,0,0,0,"Huizhou"
"159",159,"2020-01-24",30,28.6666666666667,6.33333333333333,0.566666666666667,17.3333333333333,103,91.6666666666667,1012,1.9,21.3333333333333,1.24286666666667,0,0,0,0,"Dongguan"
"237",237,"2020-01-24",24,32.3333333333333,4,0.833333333333333,18,92,84,1014.66666666667,0.9,21,1.7181,0,0,0,0,"Zhongshan"
"6556",6556,"2020-01-25",133.666666666667,170.333333333333,38.6666666666667,1.06666666666667,38,64.3333333333333,74.3333333333333,1025.33333333333,0.633333333333333,-7.5,3.42466666666667,0.003604903,3,1.38629436111989,0.00359842091071158,"Shenyang"
"2968",2968,"2020-01-25",86.3333333333333,108.333333333333,24,1.13333333333333,30.6666666666667,69.3333333333333,57.3333333333333,1019,1.9,0.833333333333333,3.5071,0.004225352,3,1.38629436111989,0.00421645026673283,"Dalian"
"8818",8818,"2020-01-25",36,35.3333333333333,4.66666666666667,0.866666666666667,16.6666666666667,70,93,1011,1.9,16.8333333333333,2.64103333333333,0.001282051,1,0.693147180559945,0.00128122987435841,"Fuzhou"
"1954",1954,"2020-01-25",41.6666666666667,48.6666666666667,5,0.666666666666667,16.3333333333333,87.6666666666667,92.6666666666667,1003.66666666667,1.9,18.5,1.94033333333333,0,0,0,0,"Xiamen"
"1642",1642,"2020-01-25",24.6666666666667,36,16.3333333333333,0.8,13.3333333333333,51,97.3333333333333,992.666666666667,4.53333333333333,19.3333333333333,3.02226666666667,0,0,0,0,"Nanning"
"7180",7180,"2020-01-25",9.33333333333333,20.3333333333333,2.66666666666667,0.566666666666667,4.33333333333333,73.3333333333333,91.6666666666667,1008.33333333333,3.53333333333333,23,2.54283333333333,0,0,0,0,"Haikou"
"10534",10534,"2020-01-25",15.3333333333333,23,11.3333333333333,0.733333333333333,9.33333333333333,46,97.6666666666667,880.333333333333,2.4,6.33333333333333,2.67133333333333,0,0,0,0,"Guiyang"
"5776",5776,"2020-01-25",19.3333333333333,24.3333333333333,10.6666666666667,0.6,14,76.6666666666667,56.6666666666667,810.666666666667,2.96666666666667,9.83333333333333,2.49803333333333,0.001438849,1,0.693147180559945,0.00143781484865041,"Kunming"
"5386",5386,"2020-01-25",8.33333333333333,23,5,0.633333333333333,9.33333333333333,86.3333333333333,13,648.333333333333,3.53333333333333,-2.16666666666667,2.88563333333333,0,0,0,0,"Lasa"
"1174",1174,"2020-01-25",52,73.6666666666667,20.6666666666667,1.23333333333333,44,82.3333333333333,67,853.333333333333,2.96666666666667,-2,2.82116666666667,0.002637896,1,0.693147180559945,0.00263442285886254,"Lanzhou"
"10300",10300,"2020-01-25",60.6666666666667,74,19,1.5,36.6666666666667,87,51.3333333333333,759.333333333333,4.4,-4,3.7418,0,0,0,0,"Xining"
"11626",11626,"2020-01-25",76,96.3333333333333,23.3333333333333,1.43333333333333,50.6666666666667,83.3333333333333,58,898.666666666667,0.9,-1.83333333333333,3.7706,0,0,0,0,"Yinchuan"
"550",550,"2020-01-25",141.666666666667,137.333333333333,10,1.86666666666667,62,60,75,914.666666666667,4.4,-9.66666666666667,2.8416,0,0,0,0,"Wulumuqi"
"3046",3046,"2020-01-25",96,90.6666666666667,10,1,37,75.6666666666667,74.3333333333333,1030.66666666667,3.83333333333333,2.16666666666667,3.2348,0.003841647,6,1.94591014905531,0.00383428671854343,"Tianjin"
"8740",8740,"2020-01-25",152.666666666667,204.333333333333,17.3333333333333,1.93333333333333,42.3333333333333,76.3333333333333,76.3333333333333,1017.33333333333,3.53333333333333,0.833333333333333,3.3632,0.002886225,3,1.38629436111989,0.00288206784968443,"Shijiazhuang"
"3124",3124,"2020-01-25",142,173,29,1.6,43.3333333333333,79.3333333333333,71.6666666666667,936.666666666667,1.4,-2.5,2.80996666666667,0.002241198,1,0.693147180559945,0.00223869026195521,"Taiyuan"
"7024",7024,"2020-01-25",115.333333333333,152,22,1.4,35.6666666666667,76,72.3333333333333,1009,1.9,3.66666666666667,3.16856666666667,0.001122498,1,0.693147180559945,0.00112186847017324,"Jinan"
"12406",12406,"2020-01-25",71.6666666666667,95.6666666666667,10,0.966666666666667,30.6666666666667,73,66,1020.33333333333,2.76666666666667,4.33333333333333,2.9206,0.002105307,2,1.09861228866811,0.00210309394677773,"Qingdao"
"11158",11158,"2020-01-25",175.333333333333,185.666666666667,11,1.66666666666667,35.6666666666667,74.6666666666667,83,1016.66666666667,1.9,3.83333333333333,2.58046666666667,0.002897991,3,1.38629436111989,0.00289379991927233,"Zhengzhou"
"2344",2344,"2020-01-25",234.333333333333,243,31.3333333333333,2.8,62.6666666666667,75,78,894.333333333333,2.96666666666667,-7.66666666666667,3.93553333333333,0,0,0,0,"Huhehaote"
"1330",1330,"2020-01-25",322.666666666667,369,54.6666666666667,3.6,79.3333333333333,71.3333333333333,86.3333333333333,911,1.4,-11.8333333333333,4.98376666666667,0,0,0,0,"Baotou"
"1486",1486,"2020-01-25",31,46.3333333333333,3.66666666666667,0.4,18.3333333333333,70.3333333333333,87.3333333333333,1023,2.96666666666667,7,2.787,0.001176471,1,0.693147180559945,0.0011757795002928,"Nanjing"
"5620",5620,"2020-01-25",31.6666666666667,47.6666666666667,5,0.7,19.3333333333333,67.6666666666667,89.6666666666667,1026,2.4,7.83333333333333,3.0108,0,0,0,0,"Wuxi"
"4138",4138,"2020-01-25",36,50,8,0.633333333333333,21.3333333333333,73.3333333333333,87,1026.33333333333,3.83333333333333,7.66666666666667,3.22026666666667,0,0,0,0,"Changzhou"
"6166",6166,"2020-01-25",25,33.6666666666667,5,0.8,17,65,93.3333333333333,1021,1.9,7.16666666666667,2.30273333333333,0.005791506,6,1.94591014905531,0.00577479970117753,"Hangzhou"
"3280",3280,"2020-01-25",18,25.3333333333333,5.33333333333333,0.7,17.6666666666667,77.3333333333333,99.6666666666667,1024.33333333333,2.4,10.1666666666667,2.60893333333333,0.001170686,1,0.693147180559945,0.00117000128148622,"Ningbo"
"7648",7648,"2020-01-25",22.6666666666667,31,6,0.8,12.3333333333333,65.6666666666667,91,1019,0.1,14,3.21796666666667,0.004301075,4,1.6094379124341,0.00429185181387514,"Wenzhou"
"8974",8974,"2020-01-25",24.6666666666667,29.6666666666667,2.66666666666667,0.833333333333333,17,65.3333333333333,100,1025,1.63333333333333,7.66666666666667,3.3183,0.005932371,3,1.38629436111989,0.00591484377167928,"Shaoxing"
"11392",11392,"2020-01-25",13.3333333333333,17.6666666666667,4.33333333333333,0.7,13,69,93.3333333333333,1016.33333333333,1.9,10.8333333333333,2.40203333333333,0.001778094,1,0.693147180559945,0.00177651506225306,"Jinhua"
"2812",2812,"2020-01-25",23,29.6666666666667,6.66666666666667,0.766666666666667,15.6666666666667,73.3333333333333,99,1025.33333333333,2.4,7.33333333333333,2.57576666666667,0.002083333,1,0.693147180559945,0.00208116587118431,"Jiaxing"
"2110",2110,"2020-01-25",37.6666666666667,38,4.66666666666667,0.5,19.3333333333333,61.3333333333333,89.3333333333333,1020,2.4,5.33333333333333,3.30786666666667,0.004884601,4,1.6094379124341,0.00487271004253656,"Hefei"
"10378",10378,"2020-01-25",223.666666666667,228.333333333333,13.6666666666667,1.83333333333333,39,55.6666666666667,84,981,0.633333333333333,3,2.64713333333333,0.001960112,2,1.09861228866811,0.00195819348706471,"Xian"
"11470",11470,"2020-01-25",156.666666666667,173.666666666667,21,1.66666666666667,28.6666666666667,76,78.3333333333333,942.666666666667,0.9,1.83333333333333,3.99126666666667,0,0,0,0,"Tongchuan"
"1720",1720,"2020-01-25",30.3333333333333,31.3333333333333,3.66666666666667,0.733333333333333,14.6666666666667,64,96,1017.33333333333,2.4,7.33333333333333,3.22513333333333,0.001785523,1,0.693147180559945,0.00178393084874154,"Nanchang"
"11938",11938,"2020-01-25",38.3333333333333,29,3.66666666666667,1.13333333333333,13.6666666666667,52.6666666666667,93,1020.33333333333,1.9,6.5,2.4719,0,0,0,0,"Changsha"
"8428",8428,"2020-01-25",19,30.6666666666667,2.66666666666667,0.566666666666667,17,79.3333333333333,93.3333333333333,1011.66666666667,1.9,21.6666666666667,2.02426666666667,0.009882888,2,1.09861228866811,0.00983437165491252,"Zhuhai"
"862",862,"2020-01-25",23,36.3333333333333,6,0.766666666666667,17.3333333333333,67.3333333333333,84.6666666666667,1015,1.9,22.8333333333333,1.55336666666667,0.002451401,2,1.09861228866811,0.0024484012180142,"Foshan"
"5074",5074,"2020-01-25",24,33,6,0.733333333333333,9.66666666666667,76.3333333333333,88.6666666666667,1012.66666666667,1.4,22,1.94636666666667,0.004098361,2,1.09861228866811,0.00408998559438231,"Huizhou"
"160",160,"2020-01-25",31,30.3333333333333,7,0.566666666666667,14.6666666666667,82.3333333333333,95.3333333333333,1011,1.9,22.3333333333333,1.03796666666667,0,0,0,0,"Dongguan"
"238",238,"2020-01-25",18.6666666666667,28.3333333333333,4.33333333333333,0.833333333333333,15.3333333333333,75.6666666666667,85.6666666666667,1013.66666666667,1.4,22,1.44776666666667,0,0,0,0,"Zhongshan"
"6557",6557,"2020-01-26",178,214.333333333333,42.6666666666667,1.23333333333333,42.3333333333333,62.3333333333333,61,1029.33333333333,0.633333333333333,-9.33333333333333,2.92623333333333,0.004806537,4,1.6094379124341,0.00479502248292762,"Shenyang"
"2969",2969,"2020-01-26",98,115.666666666667,29.3333333333333,1.26666666666667,32.6666666666667,71,52.3333333333333,1022,2.4,-0.166666666666667,3.01723333333333,0.004225352,3,1.38629436111989,0.00421645026673283,"Dalian"
