"","City","POP","GDP","PRIM","SEC","TERT","X.60yr.","BED","DOC","NRS","Area","POPDENS","GDPpc","Prim.","Sec.","Tert.","ACTV","TVLR","TVLR."
"141","Ezhou",1059.7,16.4988422575977,1.45426917510854,7.96382054992764,7.0807525325615,19.8620178,5.344908936,2.082664905,2.906482967,1596,663.972431077694,107.584221949608,8.81437104739183,48.2689659406879,42.9166630119203,4.335085714,198.42967,187.250797
"142","Xiangyang",5680,69.6497829232996,6.50072358900145,33.7076700434153,29.4413892908828,20.6497077,6.910915493,2.425880282,2.837852113,19728,287.915652879157,84.7323943661972,9.33344414893617,48.3959441489362,42.2706117021277,5.623185714,196.07382,34.520039
"143","Yichang",4137.9,64.556005788712,6.02098408104197,29.7272069464544,28.8078147612156,23.348115,7.037869451,2.78087919,3.649194036,21230,194.908148845973,107.803958529689,9.32676055075076,46.0487085334087,44.6245309158406,5.398592857,140.247225,33.893334
"144","Jingmen",2897.5,29.4322720694645,3.5150506512301,13.9146164978292,12.0026049204052,20.5941715,6.530802416,2.522519413,3.07092321,12404,233.59400193486,70.1905090595341,11.9428450611426,47.2767323738672,40.7804225649901,5.510885714,164.85322,56.894985
"145","Jingzhou",5570.1,36.4179450072359,6.28914616497829,13.5133140376266,16.615484804631,23.4921947,5.868117269,2.240706951,2.506418197,14242,391.103777559332,45.1783630455468,17.2693603763988,37.1061959562564,45.6244436673449,5.376985714,326.80126,58.670627
"146","Suizhou",2221,16.8195369030391,2.26078147612156,7.87380607814761,6.6849493487699,20.9316205,5.507429086,1.434038721,2.135524538,9636,230.489829804898,52.3291310220621,13.4414014437762,46.8134534472523,39.7451451089716,5.187485714,160.426405,72.23161
"148","Pingxiang",1941.3,13.4590448625181,0.984804630969609,5.98972503617945,6.48451519536903,17.7818507,5.710091176,2.383969505,3.311698346,3831,506.734534064213,47.9070725802297,7.31704694522699,44.5033440141072,48.1796090406658,5.294757143,0,0
"149","Xinyu",1193.4,14.060492040521,0.90781476121563,6.56034732272069,6.59232995658466,15.460213,5.796882856,2.273336685,2.930283224,3178,375.519194461926,81.4127702362996,6.45649354659421,46.6580209555569,46.8854854978489,5.751957143,0,0
"150","Yichun",5582.6,38.8939218523878,4.29146164978292,16.4444283646889,18.1536903039074,16.083285,6.098233798,1.754917064,2.235338373,18669,299.030478333066,48.1419052054598,11.0337591206927,42.2802010738325,46.6748773055213,5.97395,12.92537,2.315296
"151","Jiujiang",4920.3,45.1671490593343,3.06874095513748,21.8496382054993,20.2487698986975,17.3069839,4.777350975,1.566164665,2.101497876,19853,247.83659900267,63.432107798305,6.79418785344676,48.3750660835296,44.8307460630237,5.88905,25.9362,5.271264
"153","Zhuzhou",4028.5,43.4606367583213,3.19392185238784,19.6628075253256,20.6034732272069,18.6,6.950477845,2.725083778,3.444458235,11248,358.152560455192,74.5471018989698,7.34899921082337,45.2427966821283,47.4072051492942,5.342114286,9.045385,2.245348
"154","Xiangtan",2882,32.671490593343,2.09696092619392,16.1085383502171,14.465991316932,21.2,7.12907703,2.816793893,3.911866759,5006,575.709149021175,78.3344899375434,6.41832034018427,49.3045712260808,44.2771084337349,5.141907143,6.096955,2.115529
"155","Yueyang",5771.3,54.7092619392185,5.5082489146165,22.081476121563,27.1195369030391,18.1080481,4.12316116,2.492852564,2.802488174,14858,388.430475164894,65.5036127042434,10.0682201136914,40.3614951817395,49.5702847045691,5.477064286,25.89682,4.487173
"156","Changde",5772,52.4486251808973,5.72648335745297,21.1678726483357,25.5542691751085,24.2030492,6.41025641,3.124393624,2.829002079,18177,317.544149199538,62.7893277893278,10.9182716185641,40.3592516969262,48.7224766845097,5.629085714,16.6615,2.886608
"157","Yiyang",4420.7,25.9400868306802,4.05586107091172,11.0476121562952,10.8366136034732,24.7899982,5.45,2.56,3.19,12320,358.823051948052,40.546972198973,15.6354953527554,42.5889559599656,41.7755486872789,5.339071429,8.6799,1.963467
"162","Jiangmen",4630.3,45.537481910275,3.67916063675832,19.5736613603473,22.2846599131693,18.5379817,5.23680971,2.361402069,3.243418353,9507,487.041127590197,67.9575837418742,8.07941168992958,42.9836269798897,48.9369613301808,4.456414286,0,0
"163","Zhaoqing",4187.1,32.5441389290883,5.58639652677279,13.3929088277858,13.5648335745297,17.0044995,4.412839435,2.023118626,2.690645077,14900,281.013422818792,53.7078168660887,17.1655994308075,41.1530594094628,41.6813411597296,4.341985714,0,0
