"","X","X.1","PM2.5","PM10","SO2","CO","NO2","O3","HUM","PRES","WSPD","TEMP","ACTV","MORB.","Case","log.Case.1.","log.MORB..1."
"5183","2020-02-25","成都",82,106.666666666667,7,0.799999999999999,37.6666666666667,86.3333333333333,88,962.666666666667,0.633333333333333,12.5,2.69916666666667,-6.50521303491303e-18,0,0,0
"5184","2020-02-26","成都",83.6666666666667,107.666666666667,7,0.833333333333333,40.3333333333333,102.333333333333,90.3333333333333,959,0.633333333333333,14.5,3.0944,-6.50521303491303e-18,0,0,0
"5185","2020-02-27","成都",91,113.333333333333,6.66666666666667,0.899999999999999,39,88.6666666666667,88.3333333333333,959,0.366666666666667,16,3.1471,-6.50521303491303e-18,0,0,0
"5186","2020-02-28","成都",69.3333333333333,85.6666666666667,6.33333333333333,0.899999999999999,35.6666666666667,77.6666666666667,82,958.666666666667,0.866666666666667,15.6666666666667,3.233,-6.50521303491303e-18,0,0,0
"5187","2020-02-29","成都",51,64,6.33333333333333,0.866666666666666,34,84,81.6666666666667,958,0.866666666666667,15,3.15416666666667,-6.50521303491303e-18,0,0,0
"5188","2020-03-01","成都",29.6666666666667,45.6666666666667,7,0.766666666666666,34.3333333333333,87,78.6666666666667,957.333333333333,1.13333333333333,15.5,3.01523333333333,-6.50521303491303e-18,0,0,0
"5189","2020-03-02","成都",29.6666666666667,49.6666666666667,6.66666666666667,0.699999999999999,30.6666666666667,84,67.6666666666667,957.666666666667,0.633333333333333,15.5,3.13753333333333,-6.50521303491303e-18,0,0,0
"5190","2020-03-03","成都",26.6666666666667,47.3333333333333,6.33333333333333,0.599999999999999,27.3333333333333,66.3333333333333,67.6666666666667,959.666666666667,0.633333333333333,14,3.46646666666667,-6.50521303491303e-18,0,0,0
"5191","2020-03-04","成都",21,37.6666666666667,5.66666666666667,0.533333333333333,25.6666666666667,73,74.3333333333333,962.333333333333,0.366666666666667,12.3333333333333,3.888,-6.50521303491303e-18,0,0,0
"5192","2020-03-05","成都",29.6666666666667,47.6666666666667,6.33333333333333,0.533333333333333,29.3333333333333,71.3333333333333,86,963.666666666667,0.366666666666667,12.6666666666667,3.9897,0.000603099999999994,1,0.693147180559945,0.000602918208283685
"5193","2020-03-06","成都",39.6666666666667,57.6666666666667,6.66666666666667,0.566666666666666,29.6666666666667,70,84.6666666666667,961.666666666667,0.633333333333333,13.5,4.043,0.000603099999999994,1,0.693147180559945,0.000602918208283685
"5194","2020-03-07","成都",50.3333333333333,70,7.33333333333333,0.599999999999999,31,75.6666666666667,80,959,0.9,14,3.83663333333333,0.000603099999999994,1,0.693147180559945,0.000602918208283685
"5195","2020-03-08","成都",56.6666666666667,78.3333333333333,8.66666666666667,0.633333333333333,34,79,76.3333333333333,955,0.9,14.5,3.5627,-6.50521303491303e-18,0,0,0
"5196","2020-03-09","成都",48.6666666666667,81.3333333333333,8.66666666666667,0.599999999999999,34.3333333333333,77.3333333333333,73.6666666666667,953.666666666667,0.633333333333333,14.8333333333333,3.63393333333333,-6.50521303491303e-18,0,0,0
"5197","2020-03-10","成都",37.3333333333333,75.3333333333333,8,0.533333333333333,32,69,69.3333333333333,956.666666666667,0.633333333333333,13.8333333333333,3.94633333333333,-6.50521303491303e-18,0,0,0
"5198","2020-03-11","成都",28.3333333333333,70.6666666666667,6.66666666666667,0.466666666666666,29,75.6666666666667,70,960,0.633333333333333,13.3333333333333,4.34493333333333,-6.50521303491303e-18,0,0,0
"5199","2020-03-12","成都",38.6666666666667,80,7,0.499999999999999,32.6666666666667,81,65,961.666666666667,0.9,13,4.39506666666666,-6.50521303491303e-18,0,0,0
"5200","2020-03-13","成都",52.3333333333333,101.666666666667,7.66666666666667,0.599999999999999,40.3333333333333,79.6666666666667,72,959.666666666667,0.633333333333333,14.3333333333333,4.4571,-6.50521303491303e-18,0,0,0
"5201","2020-03-14","成都",55.6666666666667,119.333333333333,8.33333333333333,0.666666666666666,51.3333333333333,65.3333333333333,69.3333333333333,962,0.366666666666667,14.5,4.25753333333333,-6.50521303491303e-18,0,0,0
"5202","2020-03-15","成都",54.3333333333333,125.333333333333,9,0.733333333333332,56,56.6666666666667,71.3333333333333,964,0.1,15,3.97003333333333,-6.50521303491303e-18,0,0,0
"5203","2020-03-16","成都",42.6666666666667,101,8.33333333333333,0.699999999999999,49,52.3333333333333,69.6666666666667,964.333333333333,0.866666666666667,14.3333333333333,3.96693333333333,-6.50521303491303e-18,0,0,0
"5204","2020-03-17","成都",35.3333333333333,73.6666666666667,7.33333333333333,0.666666666666666,42.6666666666667,68.6666666666667,82.3333333333333,963.666666666667,0.866666666666667,13.1666666666667,4.29173333333333,-6.50521303491303e-18,0,0,0
"5205","2020-03-18","成都",32.3333333333333,62,7,0.633333333333332,47.3333333333333,81.6666666666667,78.6666666666667,962.333333333333,0.866666666666667,14,4.69176666666666,0.000603099999999994,1,0.693147180559945,0.000602918208283685
"5206","2020-03-19","成都",32.3333333333333,64,8,0.599999999999999,52.3333333333333,102,77,962,0.1,15.3333333333333,4.79726666666666,0.000603099999999994,1,0.693147180559945,0.000602918208283685
"5207","2020-03-20","成都",40.6666666666667,79.6666666666667,9.66666666666667,0.633333333333332,59.6666666666667,116,69,958.333333333333,0.1,18.1666666666667,4.84773333333333,0.00120619999999999,2,1.09861228866811,0.00120547312522546
"5208","2020-03-21","成都",42.6666666666667,83,10.6666666666667,0.633333333333332,54,138.666666666667,72,954.333333333333,0.1,19.5,4.66166666666666,0.00120619999999999,2,1.09861228866811,0.00120547312522546
"5209","2020-03-22","成都",46,85,9.66666666666667,0.699999999999999,53.3333333333333,134.333333333333,65,952.333333333333,0.1,20.8333333333333,4.38416666666666,0.00180929999999999,3,1.38629436111989,0.00180766518836767
"5210","2020-03-23","成都",47,88.6666666666667,9.33333333333333,0.733333333333332,51.3333333333333,137.666666666667,67.6666666666667,952.666666666667,0.1,20.6666666666667,4.42243333333333,0.00120619999999999,2,1.09861228866811,0.00120547312522546
"5211","2020-03-24","成都",55,100,8.66666666666667,0.766666666666665,54,132.333333333333,67,955,0.1,20,4.69533333333333,0.00180929999999999,3,1.38629436111989,0.00180766518836767
"5212","2020-03-25","成都",67.3333333333333,115.333333333333,9.33333333333333,0.833333333333332,54.6666666666667,148.666666666667,71.3333333333333,954,0.866666666666667,19.3333333333333,5.0451,0.00241239999999999,4,1.6094379124341,0.00240949483446291
"5213","2020-03-26","成都",74,124.666666666667,9,0.833333333333332,48.6666666666667,127.333333333333,73.3333333333333,950.333333333333,0.866666666666667,18.3333333333333,5.04663333333333,0.00241239999999999,4,1.6094379124341,0.00240949483446291
"5214","2020-03-27","成都",54,93.3333333333333,7.33333333333333,0.733333333333332,34.3333333333333,109,76,950,2.2,16.5,5.0719,0.00180929999999999,3,1.38629436111989,0.00180766518836767
"5215","2020-03-28","成都",32.3333333333333,63,6.33333333333333,0.633333333333332,26.3333333333333,76.3333333333333,76.3333333333333,954,1.7,13.6666666666667,4.79113333333333,0.000603099999999994,1,0.693147180559945,0.000602918208283685
"5216","2020-03-29","成都",12.6666666666667,26,5,0.566666666666665,20.3333333333333,70,78.6666666666667,957.666666666667,2.46666666666667,11.8333333333333,4.46286666666666,0.000603099999999994,1,0.693147180559945,0.000602918208283685
"5217","2020-03-30","成都",14.3333333333333,26,5,0.599999999999999,26,56,80,959.333333333333,1.4,11.3333333333333,4.46086666666666,0.00120619999999999,2,1.09861228866811,0.00120547312522546
"5218","2020-03-31","成都",19,31.6666666666667,5,0.599999999999999,29.6666666666667,69,87.6666666666667,958.333333333333,1.13333333333333,13,4.74843333333333,0.00120619999999999,2,1.09861228866811,0.00120547312522546
"5219","2020-04-01","成都",25.3333333333333,40.6666666666667,5.33333333333333,0.599999999999999,33,73.6666666666667,76.3333333333333,958.666666666667,0.366666666666667,14.8333333333333,5.07236666666666,0.00241239999999999,4,1.6094379124341,0.00240949483446291
"5220","2020-04-02","成都",28.3333333333333,44,5.66666666666667,0.599999999999999,30.6666666666667,76.3333333333333,72.6666666666667,958.333333333333,0.366666666666667,13.3333333333333,5.02556666666666,0.00241239999999999,4,1.6094379124341,0.00240949483446291
"5221","2020-04-03","成都",23,36.3333333333333,5.33333333333333,0.599999999999999,27,60,75,959,1.13333333333333,11.8333333333333,4.97293333333333,0.00301549999999999,5,1.79175946922805,0.00301096249947504
"5222","2020-04-04","成都",19.3333333333333,29.6666666666667,5,0.599999999999999,24.6666666666667,60.6666666666667,86,962.333333333333,1.4,10.5,4.63473333333333,0.00301549999999999,5,1.79175946922805,0.00301096249947504
"5223","2020-04-05","成都",21,31.3333333333333,4.66666666666667,0.599999999999999,27.3333333333333,71,89.6666666666667,965.433333333333,1.13333333333333,12.1666666666667,4.30176666666666,0.00241239999999999,4,1.6094379124341,0.00240949483446291
"5224","2020-04-06","成都",35.6666666666667,53,5,0.666666666666665,36.3333333333333,69,86,966.433333333333,0.366666666666667,12.8333333333333,4.05186666666666,0.00241239999999999,4,1.6094379124341,0.00240949483446291
"5225","2020-04-07","成都",54,78.6666666666667,5.33333333333333,0.766666666666665,43,69.3333333333333,86.6666666666667,964.766666666667,0.1,14,4.4147,0.00180929999999999,3,1.38629436111989,0.00180766518836767
"5226","2020-04-08","成都",56.6666666666667,81.6666666666667,6,0.799999999999998,44.6666666666667,83.6666666666667,87.6666666666667,962.333333333333,0.1,15.3333333333333,4.81063333333333,0.00120619999999999,2,1.09861228866811,0.00120547312522546
"4447","2020-01-22","广州",28,44,5,0.9,39,113,81,1017,0.9,19,2.4538,0,0,0,0
"4448","2020-01-23","广州",26.5,41.5,5,0.85,36.5,110.5,81,1015.5,0.5,20.25,2.2493,0,0,0,0
"4449","2020-01-24","广州",24.3333333333333,38.3333333333333,5,0.8,32.3333333333333,101,83.3333333333333,1014.66666666667,0.633333333333333,21.3333333333333,2.0201,0,0,0,0
"4450","2020-01-25","广州",24.6666666666667,36.3333333333333,5.33333333333333,0.833333333333333,25.3333333333333,74.3333333333333,83,1013.66666666667,0.633333333333333,21.8333333333333,1.5994,0.0045734,7,2.07944154167984,0.00456297378297479
